2025-02-25 07:54:16.633 UTC [3055] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:24:44.002 UTC [4112] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x5c5a984a3976c9d8861a3c472871a383bc91919d) already exists.
2025-02-25 11:24:44.002 UTC [4112] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:24:53.367 UTC [4112] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:24:53.367 UTC [4112] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x5fdf7460cecc6c82101ca2cf49c64bff02cfab9d) already exists.
2025-02-25 11:24:53.367 UTC [4112] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:24:54.235 UTC [4113] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:24:54.235 UTC [4113] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xe8e5a7375385681a9dce9033446c732db0a73da9) already exists.
2025-02-25 11:24:54.235 UTC [4113] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:24:55.189 UTC [4112] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:24:55.189 UTC [4112] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x7853205908789606f6caf3587d2aabb30d8fce7e) already exists.
2025-02-25 11:24:55.189 UTC [4112] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:24:56.125 UTC [4114] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:24:56.125 UTC [4114] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x8f9e139ee85ae95edcdbfcc7a839e140beef18ee) already exists.
2025-02-25 11:24:56.125 UTC [4114] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:24:56.999 UTC [4113] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:24:56.999 UTC [4113] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x51269fea3d5dbade689ca75d369fa7aa07396ee4) already exists.
2025-02-25 11:24:56.999 UTC [4113] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:24:58.117 UTC [4112] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:24:58.117 UTC [4112] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xee834567536246de3a382cd9ff9fac80e956f6fc) already exists.
2025-02-25 11:24:58.117 UTC [4112] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:25:00.312 UTC [4113] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:25:00.312 UTC [4113] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x5057f77c8a3d5a98da914c0384aa7d20e1e91d57) already exists.
2025-02-25 11:25:00.312 UTC [4113] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:25:08.471 UTC [4112] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:25:08.471 UTC [4112] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x52ee1f481611baa07a62b6e76d0297059eeec442) already exists.
2025-02-25 11:25:08.471 UTC [4112] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-02-25 11:25:19.915 UTC [4113] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-02-25 11:25:19.915 UTC [4113] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xd7ff0386f4dc104f37de0934bf384be127ad4f8f) already exists.
2025-02-25 11:25:19.915 UTC [4113] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
