2025-04-18 01:38:49.954 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:12.812 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:13.338 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:13.338 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x691ec20aaf013a3cc3db5cf5bab274127cfa0a7f) already exists.
2025-04-18 01:39:13.338 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:13.948 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:13.948 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x8daa5dd6c63c5490dbca69e47dfc016c9ba4c725) already exists.
2025-04-18 01:39:13.948 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:14.466 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:14.466 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x1b26bedd74462991b51421af5425c6ac4d911900) already exists.
2025-04-18 01:39:14.466 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:15.114 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:15.114 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xd30733603564585e3163266dcf7e9bb74175279a) already exists.
2025-04-18 01:39:15.114 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:15.737 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:15.737 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x2c972081d2c5ba09f83a717dd8e5b4425e6d4cf9) already exists.
2025-04-18 01:39:15.737 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:16.296 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:16.296 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xad6940b0ce06bdc0cd53780f9e4f515268ced999) already exists.
2025-04-18 01:39:16.296 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:17.002 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:17.002 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xdfb60b9642c1388386a89202dd1fd6123bdb3548) already exists.
2025-04-18 01:39:17.002 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:17.304 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:17.304 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xd573a39e8c12e8fd8aff52155edd81fc7f7c656f) already exists.
2025-04-18 01:39:17.304 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
2025-04-18 01:39:18.366 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:18.366 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \xe7f4e6101eb770fd87e744e2ec9bc68ab0d7245f) already exists.
2025-04-18 01:39:18.366 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15) returning *
2025-04-18 01:39:18.645 UTC [81099] ERROR:  duplicate key value violates unique constraint "UQ_assets_owner_checksum"
2025-04-18 01:39:18.645 UTC [81099] DETAIL:  Key ("ownerId", checksum)=(f0cbb11a-54ef-4fcd-916a-c70f0d1e5524, \x37cd32735045db322fb946c13326674b3b4ef6a1) already exists.
2025-04-18 01:39:18.645 UTC [81099] STATEMENT:  insert into "assets" ("ownerId", "libraryId", "checksum", "originalPath", "deviceAssetId", "deviceId", "fileCreatedAt", "fileModifiedAt", "localDateTime", "type", "isFavorite", "isArchived", "duration", "isVisible", "livePhotoVideoId", "originalFileName") values ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16) returning *
